term	code
microphthalmia with linear skin defect syndrome	Q84.8
MIDAS syndrome	Q84.8
MIDAS syndrome (microphthalmia, dermal aplasia, sclerocornea) syndrome	Q84.8
syndromic microphthalmia type 7	Q84.8
autosomal recessive aplasia cutis congenita of limb	Q84.8
recessive aplasia cutis congenita of limbs	Q84.8
aplasia cutis congenita with epibulbar dermoid syndrome	Q84.8
Toriello Lacassie Droste syndrome	Q84.8
oculoectodermal syndrome	Q84.8
nevus epidermicus verrucosus with angiodysplasia and aneurysm syndrome	Q84.8
NEVADA (naevus epidermicus verrucosus with angiodysplasia and aneurysm) syndrome	Q84.8
NEVADA (nevus epidermicus verrucosus with angiodysplasia and aneurysm) syndrome	Q84.8
naevus epidermicus verrucosus with angiodysplasia and aneurysm syndrome	Q84.8
NEVADA	Q84.8
NEVADA	Q84.8
sebaceous nevus, central nervous system malformations, aplasia cutis congenita, limbal dermoid, pigmented nevus syndrome	Q84.8
SCALP syndrome	Q84.8
sebaceous naevus, central nervous system malformations, aplasia cutis congenita, limbal dermoid, pigmented naevus syndrome	Q84.8
didymosis aplasticosebacea	Q84.8
aplasia cutis congenita, nevus sebaceous syndrome	Q84.8
aplasia cutis congenita of limb	Q84.8
Pfeiffer syndrome type 1	Q87.0
Pfeiffer syndrome type 2	Q87.0
Pfeiffer syndrome type 3	Q87.0
oculo-auriculo-vertebral spectrum	Q87.0
OAV	Q87.0
X-linked intellectual disability hypotonic face syndrome	Q87.0
Carpenter Waziri syndrome	Q87.0
Holmes Gang syndrome	Q87.0
Smith Fineman Myers syndrome	Q87.0
microcephaly, corpus callosum and cerebellar vermis hypoplasia, facial dysmorphism, intellectual disability syndrome	Q87.0
brain malformations, musculoskeletal abnormalities, facial dysmorphism, intellectual disability syndrome	Q87.0
ZTTK syndrome	Q87.0
Zhu Tokita Takenouchi Kim syndrome	Q87.0
SIX homeobox 2-related frontonasal dysplasia	Q87.0
SIX2-related frontonasal dysplasia	Q87.0
X-linked female restricted facial dysmorphism, short stature, choanal atresia, intellectual disability	Q87.0
X-linked facial dysmorphism, short stature, choanal atresia, intellectual disability syndrome limited to females	Q87.0
palatal anomalies, widely spaced teeth, facial dysmorphism, developmental delay syndrome	Q87.0
palatal anomalies, multiple diastemata, facial dysmorphism, developmental delay syndrome	Q87.0
Kosaki overgrowth syndrome	Q87.0
skeletal overgrowth, craniofacial dysmorphism, hyperelastic skin, white matter lesion syndrome	Q87.0
frontonasal dysplasia, bifid nose, upper limb anomalies syndrome	Q87.0
intellectual disability, seizures, abnormal gait, facial dysmorphism syndrome	Q87.0
oral-facial-digital syndrome with short stature and brachymesophalangia	Q87.0
OFD18 - oral-facial-digital syndrome type 18	Q87.0
OFD18	Q87.0
chromodomain helicase dna-binding protein 3- related developmental delay, speech delay, intellectual disability, abnormalities of vision, facial dysmorphism syndrome	Q87.0
CHD3-related developmental delay, speech delay, intellectual disability, abnormalities of vision, facial dysmorphism syndrome	Q87.0
Snijders Blok-Campeau syndrome	Q87.0
Gabriele-de Vries syndrome	Q87.0
YY1 haploinsufficiency syndrome	Q87.0
cleft lip and palate, craniofacial dysmorphism, congenital heart defect, hearing loss syndrome	Q87.0
cleft lip and palate, craniofacial dysmorphism, congenital heart defect, deafness syndrome	Q87.0
hyaluronidase 2 deficiency	Q87.0
stromal antigen 1-related intellectual disability, facial dysmorphism, gastroesophageal reflux syndrome	Q87.0
STAG1-related intellectual disability, facial dysmorphism, gastroesophageal reflux syndrome	Q87.0
STAG1-related intellectual disability, facial dysmorphism, gastrooesophageal reflux syndrome	Q87.0
early-onset seizures, distal limb anomalies, facial dysmorphism, global developmental delay syndrome	Q87.0
micrognathia, recurrent infections, behavioral abnormalities, mild intellectual disability syndrome	Q87.0
micrognathia, recurrent infections, behavioural abnormalities, mild intellectual disability syndrome	Q87.0
Witteveen Kolk syndrome	Q87.0
SIN3A (Switch-insensitive 3 transcription regulator family member A)-related intellectual disability syndrome	Q87.0
SIN3A-related intellectual disability syndrome	Q87.0
WITKOS - Witteveen Kolk syndrome	Q87.0
WITKOS	Q87.0
WW domain containing adaptor with coiled-coil-related facial dysmorphism, developmental delay, behavioral abnormalities syndrome	Q87.0
WAC-related facial dysmorphism, developmental delay, behavioural abnormalities syndrome	Q87.0
WW domain containing adaptor with coiled-coil-related facial dysmorphism, developmental delay, behavioural abnormalities syndrome	Q87.0
macrocephaly, intellectual disability, neurodevelopmental disorder, small thorax syndrome	Q87.0
MINDS (macrocephaly, intellectual disability, neurodevelopmental disorder, small thorax) syndrome	Q87.0
Smith Kingsmore syndrome	Q87.0
MINDS	Q87.0
macrocephaly, intellectual disability, left ventricular non compaction syndrome	Q87.0
Basel Vanagaite Smirin Yosef syndrome	Q87.0
Hallermann Streiff like syndrome	Q87.0
Dennis Fairhurst Moore syndrome	Q87.0
Hallermann Streiff François syndrome severe form	Q87.0
intellectual disability, expressive aphasia, facial dysmorphism syndrome	Q87.0
intellectual disability, loss of expressive language, facial dysmorphism syndrome	Q87.0
Fryns Smeets Thiry syndrome	Q87.0
congenital hydrocephalus, low insertion of umbilicus syndrome	Q87.0
Palmer Pagon syndrome	Q87.0
special AT-rich sequence-binding protein 2-associated syndrome	Q87.0
SATB2-associated syndrome	Q87.0
severe intellectual disability, agenesis of corpus callosum, facial dysmorphism, cerebellar ataxia syndrome	Q87.0
intellectual disability, muscle weakness, short stature, facial dysmorphism syndrome	Q87.0
pleckstrin homology domain interacting protein-related behavioral problems, intellectual disability, obesity, dysmorphic features syndrome	Q87.0
Chung Jansen syndrome	Q87.0
PHIP-related behavioral problems, intellectual disability, obesity, dysmorphic features syndrome	Q87.0
PHIP-related behavioural problems, intellectual disability, obesity, dysmorphic features syndrome	Q87.0
pleckstrin homology domain interacting protein-related behavioural problems, intellectual disability, obesity, dysmorphic features syndrome	Q87.0
tumor necrosis factor receptor associated factor 7-associated heart defect, digital anomalies, facial dysmorphism, motor and speech delay syndrome	Q87.0
tumour necrosis factor receptor associated factor 7-associated heart defect, digital anomalies, facial dysmorphism, motor and speech delay syndrome	Q87.0
5q23 microdeletion syndrome	Q87.0
X-linked intellectual disability, cerebellar hypoplasia, spondyloepiphyseal dysplasia syndrome	Q87.0
craniofacial dysplasia, short stature, ectodermal anomalies, intellectual disability syndrome	Q87.0
Loucks Innes syndrome	Q87.0
developmental delay, short stature, dysmorphic features, sparse hair syndrome	Q87.0
diaphragmatic hernia, short bowel, asplenia syndrome	Q87.0
intellectual disability, autism, speech apraxia, craniofacial dysmorphism syndrome	Q87.0
Pilarowski Bjornsson syndrome	Q87.0
glutamine rich 1-related intellectual disability, chondrodysplasia syndrome	Q87.0
QRICH1-related intellectual disability, chondrodysplasia syndrome	Q87.0
Ververi Brady syndrome	Q87.0
Pierpont syndrome	Q87.0
plantar lipomatosis, facial dysmorphism, developmental delay syndrome	Q87.0
neurodevelopmental disorder, craniofacial dysmorphism, cardiac defect, skeletal anomalies syndrome	Q87.0
Au Kline syndrome	Q87.0
B-cell immunodeficiency, limb anomaly, urogenital malformation syndrome	Q87.0
BILU (B-cell immunodeficiency, limb, urogenital) syndrome	Q87.0
BILU	Q87.0
phosphodiesterase 4D haploinsufficiency syndrome	Q87.0
PDE4D haploinsufficiency syndrome	Q87.0
pyrroline-5-carboxylate reductase 2 related microcephaly, progressive leukoencephalopathy	Q87.0
PYCR2-related microcephaly, progressive leucoencephalopathy	Q87.0
PYCR2-related microcephaly, progressive leukoencephalopathy	Q87.0
cerebellar-facial-dental syndrome	Q87.0
cerebellofaciodental syndrome	Q87.0
symptomatic form of Coffin-Lowry syndrome in female carrier	Q87.0
Lamb Shaffer syndrome	Q87.0
SOX5 haploinsufficiency syndrome	Q87.0
microcephaly, corpus callosum hypoplasia, intellectual disability, facial dysmorphism syndrome	Q87.0
intellectual disability, macrocephaly, hypotonia, behavioral abnormalities syndrome	Q87.0
autosomal dominant intellectual disability, craniofacial anomalies, cardiac defects syndrome	Q87.0
Arboleda Tham syndrome	Q87.0
Baraitser Winter cerebrofrontofacial syndrome	Q87.0
epiphyseal, vertebral, ear dysplasia, nose plus associated findings syndrome	Q87.0
EVEN (epiphyseal, vertebral, ear dysplasia, nose) plus associated findings syndrome	Q87.0
EVEN-plus syndrome	Q87.0
EVEN	Q87.0
first arch syndrome	Q87.0
Mohr syndrome	Q87.0
OFD syndrome type II	Q87.0
orofacial-digital syndrome II	Q87.0
OFD II	Q87.0
Schinzel-Giedion syndrome	Q87.0
cryptophthalmos syndrome	Q87.0
Cryptophthalmos, defect of auricle AND genital anomaly	Q87.0
Fraser syndrome	Q87.0
acrocephalosyndactyly type I	Q87.0
Apert syndrome	Q87.0
acrocephalosyndactyly (Apert)	Q87.0
acrocephalopolysyndactyly	Q87.0
Goldenhar syndrome	Q87.0
oculoauricular vertebral dysplasia	Q87.0
cyclopia	Q87.0
cyclocephaly	Q87.0
cyclops	Q87.0
monophthalmus	Q87.0
synophthalmia	Q87.0
synophthalmus	Q87.0
oculo-palato-digital syndrome	Q87.0
aglossia-adactyly syndrome	Q87.0
Levy-Hollister syndrome	Q87.0
lacrimo-auriculo-dento-digital syndrome	Q87.0
orofacial-digital syndrome III	Q87.0
OFD III - Orofacial-digital syndrome III	Q87.0
Sugarman syndrome	Q87.0
oral-facial-digital syndrome type 3	Q87.0
OFD III	Q87.0
orofacial-digital syndrome IV	Q87.0
Baraitser Burn syndrome	Q87.0
Mohr Majewski syndrome	Q87.0
OFD IV - Orofacial-digital syndrome IV	Q87.0
orofaciodigital syndrome type 4	Q87.0
OFD IV	Q87.0
acrocephalosyndactyly	Q87.0
Melnick-Fraser syndrome	Q87.0
BOR syndrome	Q87.0
branchio-oto-renal syndrome	Q87.0
Kabuki make-up syndrome	Q87.0
Marshall syndrome	Q87.0
Marshall's syndrome	Q87.0
acrocephalopolysyndactyly type II	Q87.0
Carpenter syndrome	Q87.0
acrocephalopolysyndactyly type 2	Q87.0
Sakati-Nyhan syndrome	Q87.0
acrocephalopolysyndactyly type 3	Q87.0
cardio-acral-facial syndrome	Q87.0
rabenhorst syndrome	Q87.0
cardio-facio-cutaneous syndrome	Q87.0
intellectual disability, congenital heart disease, blepharophimosis, blepharoptosis and hypoplastic teeth	Q87.0
mental retardation, congenital heart disease, blepharophimosis, blepharoptosis and hypoplastic teeth	Q87.0
ohdo blepharophimosis syndrome	Q87.0
cerebro-oculo-facio-skeletal syndrome	Q87.0
CAMAK - Cerebro-oculo-facio-skeletal syndrome	Q87.0
CAMFAK - Cerebro-oculo-facio-skeletal syndrome	Q87.0
COFS - Cerebro-oculo-facio-skeletal syndrome	Q87.0
Pena-Shokeir syndrome type 2	Q87.0
COFS	Q87.0
CAMAK	Q87.0
CAMFAK	Q87.0
oto-palato-digital syndrome, type II	Q87.0
otopalatodigital syndrome type 2	Q87.0
congenital nonprogressive myopathy with Moebius and Robin sequences	Q87.0
Carey Fineman Ziter syndrome	Q87.0
Marden Walker syndrome	Q87.0
Pierre Robin association	Q87.0
Pierre Robin syndrome	Q87.0
micrognathia-glossoptosis syndrome	Q87.0
Grob's syndrome	Q87.0
Grob syndrome	Q87.0
dysplasia linguofacialis syndrome	Q87.0
asymmetric crying face association	Q87.0
asymmetric crying facies	Q87.0
asymmetrical crying face syndrome	Q87.0
cardiofacial syndrome	Q87.0
Freeman-Sheldon syndrome	Q87.0
distal arthrogryposis type 2A	Q87.0
whistling face syndrome	Q87.0
oral-facial-digital syndrome	Q87.0
orodigitofacial dysostosis	Q87.0
orofacial-digital syndrome	Q87.0
Antley-Bixler syndrome	Q87.0
multisynostotic osteodysgenesis	Q87.0
trapezoidcephaly-multiple synostosis	Q87.0
multiple malformation syndrome with facial defects as major feature	Q87.0
Gorlin syndrome	Q87.0
BCNS - Basal cell naevus syndrome	Q87.0
BCNS - Basal cell nevus syndrome	Q87.0
Gorlin's syndrome	Q87.0
Gorlin-Goltz syndrome	Q87.0
NBCCS - Naevoid basal cell carcinoma syndrome	Q87.0
NBCCS - Nevoid basal cell carcinoma syndrome	Q87.0
basal cell carcinoma syndrome	Q87.0
basal cell naevus syndrome	Q87.0
basal cell nevus syndrome	Q87.0
naevoid basal cell carcinoma syndrome	Q87.0
nevoid basal cell carcinoma syndrome	Q87.0
NBCCS	Q87.0
NBCCS	Q87.0
BCNS	Q87.0
Pitt-Hopkins syndrome	Q87.0
PTHS	Q87.0
craniofacial deafness hand syndrome	Q87.0
Sommer Young Wee Frye syndrome	Q87.0
first and second branchial arch syndrome	Q87.0
acrocephalosyndactyly type V	Q87.0
Pfeiffer syndrome	Q87.0
Pfeiffer-type acrocephalosyndactyly	Q87.0
acrocephalosyndactyly type 5	Q87.0
mandibulofacial dysostosis with microcephaly	Q87.0
mandibulofacial dysostosis, Guion-Almeida type	Q87.0
craniofrontonasal dysplasia	Q87.0
craniofrontonasal syndrome	Q87.0
camptodactyly with joint contracture and facial skeletal defect syndrome	Q87.0
Rozin Hertz Goodman syndrome	Q87.0
ichthyosis cheek eyebrow syndrome	Q87.0
ICE (ichthyosis cheek eyebrow) syndrome	Q87.0
Sidransky Feinstein Goodman syndrome	Q87.0
ICE	Q87.0
macrocephaly with spastic paraplegia and dysmorphism syndrome	Q87.0
Fryns macrocephaly	Q87.0
microcephaly with deafness and intellectual disability syndrome	Q87.0
Kawashima Tsuji syndrome	Q87.0
delayed speech and facial asymmetry with strabismus and ear lobe skin crease syndrome	Q87.0
Mehes syndrome	Q87.0
Shprintzen Goldberg omphalocele syndrome	Q87.0
omphalocele syndrome Shprintzen Goldberg type	Q87.0
deafness with malformation of ear and facial palsy syndrome	Q87.0
Sellars Beighton syndrome	Q87.0
deafness craniofacial syndrome	Q87.0
syndromic hypoplasia of orbital border	Q87.0
Urrets Zavalia syndrome	Q87.0
syndromic orbital border hypoplasia	Q87.0
bilateral microtia with deafness and cleft palate syndrome	Q87.0
blepharonasofacial malformation syndrome	Q87.0
Pashayan syndrome	Q87.0
branchiogenic deafness syndrome	Q87.0
Megarbane Loiselet syndrome	Q87.0
ablepharon macrostomia syndrome	Q87.0
oro-facial digital syndrome type 9	Q87.0
oral-facial-digital syndrome type 9	Q87.0
orofaciodigital syndrome type 9	Q87.0
orofaciodigital syndrome with retinal abnormality	Q87.0
oro-facial digital syndrome type 11	Q87.0
oral-facial-digital syndrome Gabrielli type	Q87.0
oral-facial-digital syndrome type 11	Q87.0
orofaciodigital syndrome type 11	Q87.0
X-linked recessive intellectual disability and macrocephaly with ciliary dysfunction syndrome	Q87.0
pterygium colli with intellectual disability and digital anomaly syndrome	Q87.0
Khalifa Graham syndrome	Q87.0
malignant hyperthermia with arthrogryposis and torticollis syndrome	Q87.0
Froster Iskenius Waterson syndrome	Q87.0
cleft palate with short stature and vertebral anomaly syndrome	Q87.0
Mathieu De Broca Bony syndrome	Q87.0
gingival fibromatosis with facial dysmorphism syndrome	Q87.0
X-linked intellectual disability with plagiocephaly syndrome	Q87.0
Hyde Forster McCarthy Berry syndrome	Q87.0
Van den Ende-Gupta syndrome	Q87.0
Marden Walker like syndrome	Q87.0
trigonocephaly with bifid nose and acral anomaly syndrome	Q87.0
trigonocephaly with broad thumb syndrome	Q87.0
Hunter Rudd Hoffmann syndrome	Q87.0
acrootoocular syndrome	Q87.0
acro-oto-ocular syndrome	Q87.0
pseudopapilledema, blepharophimosis and hand anomaly syndrome	Q87.0
pseudopapilloedema, blepharophimosis and hand anomaly syndrome	Q87.0
acrocephalopolydactyly	Q87.0
Elejalde syndrome	Q87.0
acrocephalopolydactylous dysplasia	Q87.0
acrocraniofacial dysostosis	Q87.0
Kaplan Plauchu Fitch syndrome	Q87.0
acrofacial dysostosis Catania type	Q87.0
Opitz Caltabiano syndrome	Q87.0
acrofacial dysostosis Kennedy Teebi type	Q87.0
Kennedy Teebi syndrome	Q87.0
acrofacial dysostosis Palagonia type	Q87.0
acrofacial dysostosis Rodriguez type	Q87.0
acromegaloid facial appearance syndrome	Q87.0
arrhinia with choanal atresia and microphthalmia syndrome	Q87.0
BAMS - Bosma arhinia microphthalmia syndrome	Q87.0
Bosma arhinia microphthalmia syndrome	Q87.0
Bosma syndrome	Q87.0
Gifford Bosma syndrome	Q87.0
Ruprecht Majewski syndrome	Q87.0
arhinia, choanal atresia and microphthalmia	Q87.0
arhinia, choanal atresia, microphthalmia, and hypogonadotropic hypogonadism	Q87.0
BAMS	Q87.0
arthrogryposis multiplex congenita and whistling face syndrome	Q87.0
Illum syndrome	Q87.0
brachytelephalangy, facial dysmorphism, Kallmann syndrome	Q87.0
craniofacial dyssynostosis syndrome	Q87.0
craniosynostosis and intracranial calcification syndrome	Q87.0
Longman Tolmie syndrome	Q87.0
craniosynostosis Philadelphia type	Q87.0
Curry Jones syndrome	Q87.0
agenesis of corpus callosum with polysyndactyly syndrome	Q87.0
cerebrooculonasal syndrome	Q87.0
cerebro-oculo-nasal syndrome	Q87.0
intellectual disability, epilepsy, bulbous nose syndrome	Q87.0
Hernandez Aguirre Negrete syndrome	Q87.0
Hunter McAlpine craniosynostosis syndrome	Q87.0
hypertelorism with microtia and facial clefting syndrome	Q87.0
Bixler Christian Gorlin syndrome	Q87.0
HMC (hypertelorism, microtia, clefting) syndrome	Q87.0
Juberg Hayward syndrome	Q87.0
orocraniodigital syndrome	Q87.0
Juberg Marsidi syndrome	Q87.0
oculocerebrofacial syndrome Kaufman type	Q87.0
Kaufman oculocerebrofacial syndrome	Q87.0
Okamoto syndrome	Q87.0
oro-facial digital syndrome type 10	Q87.0
Figuera syndrome	Q87.0
orofaciodigital syndrome type 10	Q87.0
orofaciodigital syndrome with fibular aplasia	Q87.0
oro-facial digital syndrome type 5	Q87.0
Thurston syndrome	Q87.0
orofaciodigital syndrome Thurston type	Q87.0
orofaciodigital syndrome type 5	Q87.0
oro-facial digital syndrome type 8	Q87.0
oral-facial-digital syndrome Edwards type	Q87.0
orofaciodigital syndrome type 8	Q87.0
agammaglobulinemia, microcephaly, craniosynostosis, severe dermatitis syndrome	Q87.0
agammaglobulinaemia, microcephaly, craniosynostosis, severe dermatitis syndrome	Q87.0
agnathia, holoprosencephaly, situs inversus syndrome	Q87.0
congenital hereditary facial paralysis with variable hearing loss syndrome	Q87.0
congenital hereditary facial palsy with variable deafness	Q87.0
intellectual disability, craniofacial dysmorphism, hypogonadism, diabetes mellitus syndrome	Q87.0
mental retardation syndrome Belgian type	Q87.0
